"Name.en","Name.fr","Name.de"
"[SQ4] Supplements to wages and salaries","[SQ4] Suppléments aux salaires et traitements","[SQ4] Ergänzungen auf Löhne und Gehälter"
"[SQ5] Supplements to wages and salaries","[SQ5] Suppléments aux salaires et traitements","[SQ5] Ergänzungen auf Löhne und Gehälter"
"[SQ5H] Supplements to wages and salaries","[SQ5H] Suppléments aux salaires et traitements","[SQ5H] Ergänzungen auf Löhne und Gehälter"
"[SQ5N] Supplements to wages and salaries","[SQ5N] Suppléments aux salaires et traitements","[SQ5N] Ergänzungen auf Löhne und Gehälter"
"[CA25N] Private nonfarm employment: Wholesale trade","[CA25N] l'emploi non agricole privé: Commerce de gros","[CA25N] Privat außerhalb der Landwirtschaft Beschäftigung: Großhandel"
"[CA5N] Private nonfarm earnings: Wholesale trade","[CA5N] privées bénéfice non agricoles: Commerce de gros","[CA5N] Privat außerhalb der Landwirtschaft Ergebnis: Großhandel"
"[CA6N] Private nonfarm compensation: Wholesale trade","[CA6N] Private rémunération non agricole: Commerce de gros","[CA6N] Privat außerhalb der Landwirtschaft Entschädigung: Großhandel"
"[SA25N] Private nonfarm employment: Wholesale trade","[SA25N] l'emploi non agricole privé: Commerce de gros","[SA25N] Privat außerhalb der Landwirtschaft Beschäftigung: Großhandel"
"[SA27N] Private nonfarm wage and salary employment: Wholesale trade","[SA27N] salaire non agricole privé et de l'emploi de salaire: Commerce de gros","[SA27N] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Großhandel"
"[SA5H] Private nonfarm earnings: Wholesale and retail trade","[SA5H] privées bénéfice non agricoles: Commerce de gros et de détail","[SA5H] Privat außerhalb der Landwirtschaft Ergebnis: Groß- und Einzelhandel"
"[SA5N] Private nonfarm earnings: Wholesale trade","[SA5N] privées bénéfice non agricoles: Commerce de gros","[SA5N] Privat außerhalb der Landwirtschaft Ergebnis: Großhandel"
"[SA6N] Private nonfarm compensation: Wholesale trade","[SA6N] Private rémunération non agricole: Commerce de gros","[SA6N] Privat außerhalb der Landwirtschaft Entschädigung: Großhandel"
"[SA7H] Private nonfarm wages and salaries: Wholesale and retail trade","[SA7H] traitements et salaires non agricoles privés: Commerce de gros et de détail","[SA7H] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Groß- und Einzelhandel"
"[SA7N] Private nonfarm wages and salaries: Wholesale trade","[SA7N] traitements et salaires non agricoles privés: Commerce de gros","[SA7N] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Großhandel"
"[SQ5H] Private nonfarm earnings: Wholesale and retail trade","[SQ5H] privées bénéfice non agricoles: Commerce de gros et de détail","[SQ5H] Privat außerhalb der Landwirtschaft Ergebnis: Groß- und Einzelhandel"
"[SQ5N] Private nonfarm earnings: Wholesale trade","[SQ5N] privées bénéfice non agricoles: Commerce de gros","[SQ5N] Privat außerhalb der Landwirtschaft Ergebnis: Großhandel"
"[SQ6N] Private nonfarm compensation: Wholesale trade","[SQ6N] Private rémunération non agricole: Commerce de gros","[SQ6N] Privat außerhalb der Landwirtschaft Entschädigung: Großhandel"
"[SQ7H] Private nonfarm wages and salaries: Wholesale and retail trade","[SQ7H] traitements et salaires non agricoles privés: Commerce de gros et de détail","[SQ7H] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Groß- und Einzelhandel"
"[SQ7N] Private nonfarm wages and salaries: Wholesale trade","[SQ7N] traitements et salaires non agricoles privés: Commerce de gros","[SQ7N] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Großhandel"
"[CA4] Employer contributions for employee pension and insurance funds","[CA4] Cotisations de l'employeur pour la pension des employés et des fonds d'assurance","[CA4] Arbeitgeberbeiträge für Arbeitnehmer Renten- und Versicherungsfonds"
"[CA5] Employer contributions for employee pension and insurance funds","[CA5] Cotisations de l'employeur pour la pension des employés et des fonds d'assurance","[CA5] Arbeitgeberbeiträge für Arbeitnehmer Renten- und Versicherungsfonds"
"[CA5N] Employer contributions for employee pension and insurance funds","[CA5N] Cotisations de l'employeur pour la pension des employés et des fonds d'assurance","[CA5N] Arbeitgeberbeiträge für Arbeitnehmer Renten- und Versicherungsfonds"
"[SA4] Employer contributions for employee pension and insurance funds","[SA4] Cotisations de l'employeur pour la pension des employés et des fonds d'assurance","[SA4] Arbeitgeberbeiträge für Arbeitnehmer Renten- und Versicherungsfonds"
"[SA5] Employer contributions for employee pension and insurance funds","[SA5] Cotisations de l'employeur pour la pension des employés et des fonds d'assurance","[SA5] Arbeitgeberbeiträge für Arbeitnehmer Renten- und Versicherungsfonds"
"[SA5H] Employer contributions for employee pension and insurance funds","[SA5H] Cotisations de l'employeur pour la pension des employés et des fonds d'assurance","[SA5H] Arbeitgeberbeiträge für Arbeitnehmer Renten- und Versicherungsfonds"
"[SA5N] Employer contributions for employee pension and insurance funds","[SA5N] Cotisations de l'employeur pour la pension des employés et des fonds d'assurance","[SA5N] Arbeitgeberbeiträge für Arbeitnehmer Renten- und Versicherungsfonds"
"[SQ4] Employer contributions for employee pension and insurance funds","[SQ4] Cotisations de l'employeur pour la pension des employés et des fonds d'assurance","[SQ4] Arbeitgeberbeiträge für Arbeitnehmer Renten- und Versicherungsfonds"
"[SQ5] Employer contributions for employee pension and insurance funds","[SQ5] Cotisations de l'employeur pour la pension des employés et des fonds d'assurance","[SQ5] Arbeitgeberbeiträge für Arbeitnehmer Renten- und Versicherungsfonds"
"[SQ5H] Employer contributions for employee pension and insurance funds","[SQ5H] Cotisations de l'employeur pour la pension des employés et des fonds d'assurance","[SQ5H] Arbeitgeberbeiträge für Arbeitnehmer Renten- und Versicherungsfonds"
"[SQ5N] Employer contributions for employee pension and insurance funds","[SQ5N] Cotisations de l'employeur pour la pension des employés et des fonds d'assurance","[SQ5N] Arbeitgeberbeiträge für Arbeitnehmer Renten- und Versicherungsfonds"
"[CA25] Private nonfarm employment: Wholesale trade","[CA25] de l'emploi non agricole privé: Commerce de gros","[CA25] Privat außerhalb der Landwirtschaft Beschäftigung: Großhandel"
"[CA5] Private nonfarm earnings: Wholesale trade","[CA5] privées bénéfice non agricoles: Commerce de gros","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Großhandel"
"[CA6] Private nonfarm compensation: Wholesale trade","[CA6] Private rémunération non agricole: Commerce de gros","[CA6] Privat außerhalb der Landwirtschaft Entschädigung: Großhandel"
"[SA25] Private nonfarm employment: Wholesale trade","[SA25] de l'emploi non agricole privé: Commerce de gros","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Großhandel"
"[SA27] Private nonfarm wage and salary employment: Wholesale trade","[SA27] salaire non agricole privé et de l'emploi de salaire: Commerce de gros","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Großhandel"
"[SA5] Private nonfarm earnings: Wholesale trade","[SA5] privées bénéfice non agricoles: Commerce de gros","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Großhandel"
"[SA6] Private nonfarm compensation: Wholesale trade","[SA6] Private rémunération non agricole: Commerce de gros","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Großhandel"
"[SA7] Private nonfarm wages and salaries: Wholesale trade","[SA7] traitements et salaires non agricoles privés: Commerce de gros","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Großhandel"
"[SQ5] Private nonfarm earnings: Wholesale trade","[SQ5] privées bénéfice non agricoles: Commerce de gros","[SQ5] Privat außerhalb der Landwirtschaft Ergebnis: Großhandel"
"[SQ6] Private nonfarm compensation: Wholesale trade","[SQ6] Privé de rémunération non agricole: Commerce de gros","[SQ6] Privat außerhalb der Landwirtschaft Entschädigung: Großhandel"
"[SQ7] Private nonfarm wages and salaries: Wholesale trade","[SQ7] salaires et traitements non agricoles privés: Commerce de gros","[SQ7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Großhandel"
"[CA4] Employer contributions for government social insurance","[CA4] Les cotisations patronales d'assurance sociale du gouvernement","[CA4] Arbeitgeberbeiträge für staatliche Sozialversicherung"
"[CA5] Employer contributions for government social insurance","[CA5] Les cotisations patronales d'assurance sociale du gouvernement","[CA5] Arbeitgeberbeiträge für staatliche Sozialversicherung"
"[CA5N] Employer contributions for government social insurance","[CA5N] Les cotisations patronales d'assurance sociale du gouvernement","[CA5N] Arbeitgeberbeiträge für staatliche Sozialversicherung"
"[SA4] Employer contributions for government social insurance","[SA4] Les cotisations patronales d'assurance sociale du gouvernement","[SA4] Arbeitgeberbeiträge für staatliche Sozialversicherung"
"[SA5] Employer contributions for government social insurance","[SA5] Les cotisations patronales d'assurance sociale du gouvernement","[SA5] Arbeitgeberbeiträge für staatliche Sozialversicherung"
"[SA5H] Employer contributions for government social insurance","[SA5H] Les cotisations patronales d'assurance sociale du gouvernement","[SA5H] Arbeitgeberbeiträge für staatliche Sozialversicherung"
"[SA5N] Employer contributions for government social insurance","[SA5N] Les cotisations patronales d'assurance sociale du gouvernement","[SA5N] Arbeitgeberbeiträge für staatliche Sozialversicherung"
"[SQ4] Employer contributions for government social insurance","[SQ4] Les cotisations patronales d'assurance sociale du gouvernement","[SQ4] Arbeitgeberbeiträge für staatliche Sozialversicherung"
"[SQ5] Employer contributions for government social insurance","[SQ5] Les cotisations patronales d'assurance sociale du gouvernement","[SQ5] Arbeitgeberbeiträge für staatliche Sozialversicherung"
"[SQ5H] Employer contributions for government social insurance","[SQ5H] Les cotisations patronales d'assurance sociale du gouvernement","[SQ5H] Arbeitgeberbeiträge für staatliche Sozialversicherung"
"[SQ5N] Employer contributions for government social insurance","[SQ5N] Les cotisations patronales d'assurance sociale du gouvernement","[SQ5N] Arbeitgeberbeiträge für staatliche Sozialversicherung"
"[CA25] Private nonfarm employment: Retail trade","[CA25] de l'emploi non agricole privé: Commerce de détail","[CA25] Privat außerhalb der Landwirtschaft Beschäftigung: Einzelhandel"
"[CA5] Private nonfarm earnings: Retail trade","[CA5] privées bénéfice non agricoles: Commerce de détail","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Einzelhandel"
"[CA6] Private nonfarm compensation: Retail trade","[CA6] Private rémunération non agricole: Commerce de détail","[CA6] Privat außerhalb der Landwirtschaft Entschädigung: Einzelhandel"
"[SA25] Private nonfarm employment: Retail trade","[SA25] de l'emploi non agricole privé: Commerce de détail","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Einzelhandel"
"[SA27] Private nonfarm wage and salary employment: Retail trade","[SA27] salaire non agricole privé et de l'emploi de salaire: Commerce de détail","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Einzelhandel"
"[SA5] Private nonfarm earnings: Retail trade","[SA5] privées bénéfice non agricoles: Commerce de détail","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Einzelhandel"
"[SA6] Private nonfarm compensation: Retail trade","[SA6] Private rémunération non agricole: Commerce de détail","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Einzelhandel"
"[SA7] Private nonfarm wages and salaries: Retail trade","[SA7] traitements et salaires non agricoles privés: Commerce de détail","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Einzelhandel"
"[SQ5] Private nonfarm earnings: Retail trade","[SQ5] privées bénéfice non agricoles: Commerce de détail","[SQ5] Privat außerhalb der Landwirtschaft Ergebnis: Einzelhandel"
"[SQ6] Private nonfarm compensation: Retail trade","[SQ6] Privé de rémunération non agricole: Commerce de détail","[SQ6] Privat außerhalb der Landwirtschaft Entschädigung: Einzelhandel"
"[SQ7] Private nonfarm wages and salaries: Retail trade","[SQ7] salaires et traitements non agricoles privés: Commerce de détail","[SQ7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Einzelhandel"
"[CA5] Private nonfarm earnings: Building materials and garden equipment","[CA5] Le bénéfice non agricoles Privé: Les matériaux de construction et de l'équipement de jardin","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Baustoffe und Gartengeräte"
"[CA6] Private nonfarm compensation: Building materials and garden equipment","[CA6] non agricoles privés compensation: Les matériaux de construction et de l'équipement de jardin","[CA6] Privat außerhalb der Landwirtschaft Ausgleich: Baustoffe und Gartengeräte"
"[SA25] Private nonfarm employment: Building materials and garden equipment","[SA25] l'emploi non agricole privé: Les matériaux de construction et de l'équipement de jardin","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Baustoffe und Gartengeräte"
"[SA27] Private nonfarm wage and salary employment: Building materials and garden equipment","[SA27] salaire privé non agricole et de l'emploi de salaire: Les matériaux de construction et de l'équipement de jardin","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Baustoffe und Gartengeräte"
